1,106,,1000,Transaction,2014-06-24T00:00:00.000Z,,,,,,TRUE
1,129,,1000,Transaction,2014-06-24T00:00:00.000Z,,,,,,TRUE
1,165,,1000,Transaction,2014-06-24T00:00:00.000Z,,,,,,TRUE
2,131,,1000,Transaction,2015-03-15T00:00:00.000Z,,,,,,TRUE
2,133,,1000,Transaction,2015-03-15T00:00:00.000Z,,,,,,TRUE
2,165,,1000,Transaction,2015-03-15T00:00:00.000Z,,,,,,TRUE
2,166,,1000,Transaction,2015-03-15T00:00:00.000Z,,,,,,TRUE
3,109,,1000,Transaction,2015-05-27T00:00:00.000Z,,,,,,TRUE
3,139,,1000,Transaction,2015-05-27T00:00:00.000Z,,,,,,TRUE
4,21,,1000,Transaction,2015-07-24T00:00:00.000Z,,,,,,TRUE
4,93,,1000,Transaction,2015-07-24T00:00:00.000Z,,,,,,TRUE
5,74,,1000,Transaction,2015-11-25T00:00:00.000Z,,,,,,TRUE
5,131,,1000,Transaction,2015-11-25T00:00:00.000Z,,,,,,TRUE
6,123,,1001,Transaction,2014-02-07T00:00:00.000Z,,,,,,TRUE
6,131,,1001,Transaction,2014-02-07T00:00:00.000Z,,,,,,TRUE
6,165,,1001,Transaction,2014-02-07T00:00:00.000Z,,,,,,TRUE
7,139,,1001,Transaction,2014-12-12T00:00:00.000Z,,,,,,TRUE
7,165,,1001,Transaction,2014-12-12T00:00:00.000Z,,,,,,TRUE
8,57,,1001,Transaction,2015-01-20T00:00:00.000Z,,,,,,TRUE
8,139,,1001,Transaction,2015-01-20T00:00:00.000Z,,,,,,TRUE
8,161,,1001,Transaction,2015-01-20T00:00:00.000Z,,,,,,TRUE
9,9,,1001,Transaction,2015-04-14T00:00:00.000Z,,,,,,TRUE
9,163,,1001,Transaction,2015-04-14T00:00:00.000Z,,,,,,TRUE
10,41,,1001,Transaction,2015-05-02T00:00:00.000Z,,,,,,TRUE
10,57,,1001,Transaction,2015-05-02T00:00:00.000Z,,,,,,TRUE
11,64,,1002,Transaction,2014-02-09T00:00:00.000Z,,,,,,TRUE
11,103,,1002,Transaction,2014-02-09T00:00:00.000Z,,,,,,TRUE
12,16,,1002,Transaction,2014-04-26T00:00:00.000Z,,,,,,TRUE
12,165,,1002,Transaction,2014-04-26T00:00:00.000Z,,,,,,TRUE
13,151,,1002,Transaction,2015-04-26T00:00:00.000Z,,,,,,TRUE
13,157,,1002,Transaction,2015-04-26T00:00:00.000Z,,,,,,TRUE
14,17,,1002,Transaction,2015-08-30T00:00:00.000Z,,,,,,TRUE
14,146,,1002,Transaction,2015-08-30T00:00:00.000Z,,,,,,TRUE
15,44,,1003,Transaction,2014-01-19T00:00:00.000Z,,,,,,TRUE
15,62,,1003,Transaction,2014-01-19T00:00:00.000Z,,,,,,TRUE
16,123,,1003,Transaction,2014-02-27T00:00:00.000Z,,,,,,TRUE
16,123,,1003,Transaction,2014-02-27T00:00:00.000Z,,,,,,TRUE
17,46,,1003,Transaction,2014-10-15T00:00:00.000Z,,,,,,TRUE
17,124,,1003,Transaction,2014-10-15T00:00:00.000Z,,,,,,TRUE
18,123,,1003,Transaction,2015-02-10T00:00:00.000Z,,,,,,TRUE
18,131,,1003,Transaction,2015-02-10T00:00:00.000Z,,,,,,TRUE
19,110,,1004,Transaction,2014-02-04T00:00:00.000Z,,,,,,TRUE
19,157,,1004,Transaction,2014-02-04T00:00:00.000Z,,,,,,TRUE
19,165,,1004,Transaction,2014-02-04T00:00:00.000Z,,,,,,TRUE
20,33,,1004,Transaction,2014-05-01T00:00:00.000Z,,,,,,TRUE
20,47,,1004,Transaction,2014-05-01T00:00:00.000Z,,,,,,TRUE
21,29,,1004,Transaction,2014-06-10T00:00:00.000Z,,,,,,TRUE
21,120,,1004,Transaction,2014-06-10T00:00:00.000Z,,,,,,TRUE
21,123,,1004,Transaction,2014-06-10T00:00:00.000Z,,,,,,TRUE
22,21,,1004,Transaction,2014-07-01T00:00:00.000Z,,,,,,TRUE
22,60,,1004,Transaction,2014-07-01T00:00:00.000Z,,,,,,TRUE
23,103,,1004,Transaction,2014-07-10T00:00:00.000Z,,,,,,TRUE
23,134,,1004,Transaction,2014-07-10T00:00:00.000Z,,,,,,TRUE
24,106,,1004,Transaction,2014-08-19T00:00:00.000Z,,,,,,TRUE
24,124,,1004,Transaction,2014-08-19T00:00:00.000Z,,,,,,TRUE
24,165,,1004,Transaction,2014-08-19T00:00:00.000Z,,,,,,TRUE
25,29,,1004,Transaction,2014-10-13T00:00:00.000Z,,,,,,TRUE
25,104,,1004,Transaction,2014-10-13T00:00:00.000Z,,,,,,TRUE
25,123,,1004,Transaction,2014-10-13T00:00:00.000Z,,,,,,TRUE
25,165,,1004,Transaction,2014-10-13T00:00:00.000Z,,,,,,TRUE
26,74,,1004,Transaction,2015-12-02T00:00:00.000Z,,,,,,TRUE
26,103,,1004,Transaction,2015-12-02T00:00:00.000Z,,,,,,TRUE
27,123,,1005,Transaction,2014-01-09T00:00:00.000Z,,,,,,TRUE
27,123,,1005,Transaction,2014-01-09T00:00:00.000Z,,,,,,TRUE
28,89,,1005,Transaction,2014-01-23T00:00:00.000Z,,,,,,TRUE
28,161,,1005,Transaction,2014-01-23T00:00:00.000Z,,,,,,TRUE
29,121,,1006,Transaction,2014-04-09T00:00:00.000Z,,,,,,TRUE
29,165,,1006,Transaction,2014-04-09T00:00:00.000Z,,,,,,TRUE
30,13,,1006,Transaction,2014-07-05T00:00:00.000Z,,,,,,TRUE
30,123,,1006,Transaction,2014-07-05T00:00:00.000Z,,,,,,TRUE
30,141,,1006,Transaction,2014-07-05T00:00:00.000Z,,,,,,TRUE
31,134,,1006,Transaction,2014-07-11T00:00:00.000Z,,,,,,TRUE
31,135,,1006,Transaction,2014-07-11T00:00:00.000Z,,,,,,TRUE
